date,title,link,department
2021/02/04,110年第1期國家人權博物館人權教育推廣活動補助計畫審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR8/gqYw/mkHysLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國家人權博物館
2021/02/01,文化部辦理受嚴重特殊傳染性肺炎影響後藝文振興計畫補助作業須知【戲曲經典作品巡演】獲補助名單第一次公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1PiQvLk/qI+cs2fHqFWSG3LlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立傳統藝術中心
2021/02/01,文化部辦理受嚴重特殊傳染性肺炎影響後藝文振興計畫補助作業須知【戲曲復萌】獲補助名單第一次公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1PiQvLk/qI+ResIAHvnbHqUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立傳統藝術中心
2021/01/29,「文化部辦理受嚴重特殊傳染性肺炎影響後藝文振興計畫補助」【藝術振興發展類】補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1obLzSLfq6HI0FQ7AyoZu7mdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2021/01/26,110年度「扶植青年藝術發展補助計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKJupDE1br4l13btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2021/01/22,[公告]文化部109年翻譯出版獎勵計畫獲獎名單/ Announcement of GPT 2020,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR82/4PiJWqd988Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2021/01/22,110年度文化部青年創作獲獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR87mSW7eV0CjCUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2021/01/22,文化部110年度「補助藝術村營運扶植計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1jyb6zHQzaWOzDfoFcrM7W3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2021/01/20,110年度原住民村落文化發展計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKDRbwsvpQS65rn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2021/01/20,110年第22屆文化部選送文化相關人才出國駐村交流計畫-德國貝塔藝術村獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKOdW/yelyfMCU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2021/01/19,文化部110年度時尚跨界活動補助案第一梯次審查結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO25zC57gavCiv7866m/wJa8iWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2021/01/14,110年科技藝術創作發展補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR85upDE1br4l1UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2021/01/13,110年臺灣漫畫研究計畫獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1fOVo/o0VNcTDGTry+AG9n8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2021/01/11,110年「媒合演藝團隊進駐演藝場所合作計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0sw/gq7BByCqGdzYWS6MTHyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2021/01/08,110年「文化部辦理臺灣與拉丁美洲文化交流合作補助要點」補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR86C5h6L/OhAbiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2021/01/08,110年度文化部「臺灣品牌團隊計畫」補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO2ad/fetf+0sdbszAG7ru4zLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2021/01/04,109年度第2梯次國產電影長片輔導金獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4OaioLbBHd7tUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2021/01/04,國際工藝設計競賽入選或得獎者補助作業要點,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIVjP4B3uFQTi3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/12/31,109年「參與製作國際電影片數位視覺特效獎勵案」獲獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlV7R7ARC+LT/eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/12/29,110年度推動實體書店發展補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKO3LJheBMyyFyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/12/29,110年第一期「視覺藝術產業辦理或參加國際藝術展會」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR82YQb/is0Ph6iWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/12/28,110年第1期「文化部推廣文學閱讀及人文活動補助作業—文學推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR8wiDRg2MVZqO3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/12/28,110年度表演藝術類獲補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR88QwxwQ0Gy4tU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/12/28,110年第1期「文化部推廣文學閱讀及人文活動補助作業—人文思想類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR81jP4B3uFQTiLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/12/25,110年第1期「文化部推廣文學閱讀及人文活動補助作業—閱讀推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR8wiDRg2MVZqOUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/12/23,文化部「青年村落文化行動計畫獎勵作業要點」獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKDBby1SLZHjciWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2020/12/23,文化部110年度「視覺藝術類補助」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1yJyDxxmxR88RIg50ii4acmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/12/18,110年選送文化相關人才出國駐村交流計畫視覺藝術類暨策展類第1階段候選駐村藝術家名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKCfacP3yj72iyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/12/18,110年選送文化相關人才出國駐村交流計畫視覺藝術類暨策展類-美國紐約ISCP駐村藝術家結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKCfacP3yj72iiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/12/18,110年選送文化相關人才出國駐村交流計畫視覺藝術類暨策展類-日本滋賀縣陶藝之森結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKCfacP3yj72imdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/12/16,109年度資深演藝人員參與演出電視節目補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZtTMpgVxsh15UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/12/14,(109年)文化部促進民間提供適當空間供文化創意事業使用補助_補助名單(2020/12/14),AwardPublish.jsp?__viewstate=KSQNMhhcbO1zdh1M36IiDQEnQYq3KsOUrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/12/08,2020臺灣工藝競賽得獎名單及評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1hMYEoNUmPx9TMpgVxsh15LlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/12/05,109年國立臺灣工藝研究發展中心「推展工藝文化與工藝傳承計畫」補助案獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIZJQ2SnoTdcOeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/12/04,文化部「109年文化藝術政策博碩士論文」獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKFQ6Q4ltjeoDU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-綜合規劃司
2020/12/01,110年「選送文化相關人才出國駐村交流計畫」文學類第一階段審查結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1jyb6zHQzaWFQ6Q4ltjeoD3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/11/25,109年度國產電影片國內映演獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVISfacP3yj72i3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/11/24,國產材在地產業串聯先期研究與調查—台灣漆樹林疏整與漆樹全材應用試驗研究補助計畫(第二次公告),AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIfsHSbkVBMDFeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/11/20,109年度電視劇本開發補助案(第二梯次)獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlSNuMIMR5s4gLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/11/20,109年度電影短片輔導金獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4GJBt/h+ps0EmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/11/16,109年度第2梯次國產電影片國內行銷補助案獲補助名單(第二類行銷宣傳活動),AwardPublish.jsp?__viewstate=KSQNMhhcbO1FwHw4f+SEFEwI5rdLY2SAUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/11/16,109年度第2梯次國產電影片國內行銷補助案獲補助名單(第一類行銷策略規劃),AwardPublish.jsp?__viewstate=KSQNMhhcbO1FwHw4f+SEFEwI5rdLY2SA3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/11/13,109年度電視節目劇本創作獎得獎名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZqGelkKRgzJyU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/11/11,國立傳統藝術中心「109年博碩士論文獎助」獎助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1fegj1zVqFNM9PaRm04boi8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立傳統藝術中心
2020/11/10,百藝芳華-2020臺灣工藝之家會員圖錄,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIVvphJu78Uo9iWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/11/10,2020第30屆台灣國際茶業博覽會,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIVvphJu78Uo9mdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/11/09,109年度電視節目製作補助案第二梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZmBdFOrr8FwOeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/11/05,109年「導電材料複合天然纖維開發創作補助計畫」,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIZJQ2SnoTdcOU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/11/04,109年國立臺灣工藝研究發展中心「推展工藝文化與工藝傳承計畫」補助案獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIUs3NMcaHQYHU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/11/02,(109年)「國產電影片應用數位視覺特效製作獎助案」(已取得電影片分級證明之申請案)獲獎補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4NvWIAiK96nBUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/11/01,國產材在地產業串聯先期研究與調查—台灣漆樹林疏整與漆樹全材應用試驗研究補助計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIUs3NMcaHQYH8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/10/12,109年度第7次文化部補助文化團體及個人參與多面向拓展文化交流補助審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJbeLpctHuFtZrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/09/28,109年度第6次文化部補助文化團體及個人參與多面向拓展文化交流補助審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJbeLpctHuFtZmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/09/26,109年度電視金鐘獎得獎名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZtvWIAiK96nBiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/09/23,109年度國產電影片企劃及劇本開發獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4AyKi2VQDhQLUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/09/19,109年度廣播金鐘獎得獎名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZvUTcnrCShylLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/09/03,臺灣工藝復興季百藝芳華-2020臺灣工藝大展,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIUs3NMcaHQYHyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/09/03,本部109年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第2次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0VWPW3S/hTyL+f7n58xtfuyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/08/31,文化部109年度時尚跨界活動補助案第二梯次審查結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1FwHw4f+SEFAARyM4ADS5JeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/08/26,109年度電視金鐘獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZpML1DeGYmPWiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/08/19,109年度廣播金鐘獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZml89HBUvx5F3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/08/14,109年「輔導數位出版產業發展」補助名單及評審委員名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO2kH1RLs1UQsKt8+NAPs9foiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/08/13, 109年流行音樂新媒體應用節目製播計畫補助案(第二梯次)獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdnoC89+nm6KwRyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/08/07,109年「新南向海外交流專題計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KEjxvsTMdKMpUad4Z05t4UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/08/07,109年度金視獎得獎名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdnlX2+4xecrj83btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/08/03,109年度第1梯次國產電影長片輔導金獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4I1jjxI8YxqByNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/07/31,文化部109年第一期「翻譯出版補助作業要點」申請案 件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2696/swfavfv+r5BI8uRTirn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/07/30,109年文化部推動社區營造及村落文化-自主參與類下半年(第2次)核定補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO06MZsUDF9MvouPTqhhcbOoLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2020/07/29,109年度「電影人才培訓輔導要點」第2梯次補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4LKJdAbtElC/eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/07/28,仿古陶瓷-穿越古今技藝重現,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIaj03M9OSzwsU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/07/23,109年「文化部推動社區營造及村落文化補助計畫」自主參與類第二期獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO391gjwho80IfhXrqBLRrWCUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2020/07/16,109年度綜藝節目製作補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZmUMiLLF35knrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/07/15,109年「文化部推動社區營造及村落文化補助案」自主參與類第二次獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Bc20LQLufk2UMiLLF35kniWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/07/15,109年度文化部推動社區營造及村落文化補助計畫-自主參與類(第二梯次)獲補助名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO32CMeuy7/XzSXPBh3yfbpomdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2020/07/09,109年度電視劇本開發補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlVvSXhhDPWCsU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/07/03,109年度金視獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdniXPBh3yfbpoLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/07/03,109年度國家人權博物館人權教育推廣活動補助作業要點第2期審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1hMYEoNUmPx8w0u+Nl8N2uyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國家人權博物館
2020/07/03,2020-2021法國布洛瓦bd BOUM漫畫之家駐村交流計畫獲補助名單及評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2kH1RLs1UQsFvphJu78Uo9yNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/07/01,109年度「國家鐵道博物館籌備處推展鐵道學術暨文化活動補助計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2I90hg28V5OmUMiLLF35kneleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國家鐵道博物館籌備處
2020/06/30,109年度第5次文化部補助文化團體及個人參與多面向拓展文化交流補助審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJaT8fkpYb+/F8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/06/30,文化部109年度「補助文創事業國際參展」(第2梯次)補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO32CMeuy7/Xzc0dvaPRKVXoyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/06/30,109年「流行音樂製作發行補助案-錄製升級類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0dD8ICoKavlHfMo3cVNwujrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/30,109年第2期「文化部推廣文學閱讀及人文活動補助作業—閱讀推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdgKceDgg3XEj8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/06/30,109年第5次「補助民間團體辦理兩岸傳播或新聞交流活動」審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2MV1KLsvCKe/V0/ZTa/Tu5UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/06/30,109年第2期「推廣文學閱讀及人文活動補助作業—文學推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdgKceDgg3XEj3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/06/30,109年第2期「文化部推廣文學閱讀及人文活動補助作業—人文思想類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdgKceDgg3XEjU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/06/30,臺灣菲律賓工藝產業合作研發補助計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVITRbwsvpQS65U4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/06/29,109年第二期「視覺藝術產業辦理或參加國際藝術展會」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1MVxhdXi1kHQKceDgg3XEjmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/06/24,109年「流行音樂跨界內容合製補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdns0dvaPRKVXoiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/22,109年度「輔導電影產業數位升級」獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4HfMo3cVNwujLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/06/18,109年度第1梯次國產電影片國內行銷補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1FwHw4f+SEFDySN8z8JnrBUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/06/16,109年度電視節目劇本創作獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZtvOm1iY9XDN8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/06/16,109年「流行音樂產業行銷推廣補助案」第一類獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdniBvqxBXJCPA8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/15,109年度文化藝術團體急難補助作業,AwardPublish.jsp?__viewstate=KSQNMhhcbO0VWPW3S/hTyGOQmMCc6RkeiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/06/10,109年度超高畫質電視節目製作補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlVznThTE5SPHmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/06/05,109年「流行音樂製作發行補助案-創作樂團類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0dD8ICoKavlCYH/0oicioweleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
