date,title,link,department
2019/12/20,109年第1期「文化部推廣文學閱讀及人文活動補助作業—閱讀推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdpeHV+AetN7Srn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/12/20,109年選送文化相關人才出國駐村交流計畫文學類第1階段候選駐村作家名單公告--英國灣園,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHduAiqUFkVo7W8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/12/20,109年選送文化相關人才出國駐村交流計畫文學類第1階段候選駐村作家名單公告--美國佛蒙特工作室中心,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHduAiqUFkVo7WUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/12/20,109年選送文化相關人才出國駐村交流計畫文學類第1階段候選駐村作家名單公告--美國聖塔菲藝術學院,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHduAiqUFkVo7W3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/12/20,文化部109年度「視覺藝術類補助作業要點」獲補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1MVxhdXi1kHTH3YkoROkucU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/12/19,109年第一期「視覺藝術產業辦理或參加國際藝術展會」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1MVxhdXi1kHTv/bPkjLHkfUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/12/19,109年選送文化相關人才出國駐村交流計畫表演藝術類第1階段候選駐村藝術家名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSq2S4/C1xNgm3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/12/19,109年選送文化相關人才出國駐村交流計畫視覺藝術類暨策展類第1階段候選駐村藝術家名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSq2S4/C1xNgmU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/12/19,109年選送文化相關人才出國駐村交流計畫視覺藝術類暨策展類-美國紐約ISCP駐村藝術家結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSiXkCMkdwPf9eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/12/19,109年選送文化相關人才出國駐村交流計畫視覺藝術類暨策展類-日本滋賀縣陶藝之森結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSiXkCMkdwPf9LlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/12/18,(108年)文化部促進民間提供適當空間供文化創意事業使用補助_補助名單(2019/12/18),AwardPublish.jsp?__viewstate=KSQNMhhcbO2Q+YPhBuTWJhEXO1+R71sp8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/12/16,109年選送文化相關人才出國駐村交流計畫影視音類第1階段候選駐村藝術家名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdsoC5WdYVvcmiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-影視及流行音樂發展司
2019/12/12,文化部108年臺灣漫畫研究計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1MVxhdXi1kHREXO1+R71speleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/12/10,2019國際工藝設計競賽入選者及得獎者,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAvKH5+CNHQyHUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/12/09,108年度第10次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果(108年度),AwardPublish.jsp?__viewstate=KSQNMhhcbO2RoDJPt3cYqBEXO1+R71spLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/12/09,108年度第10次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果(109年度),AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJSYi3Lw/orGNU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/12/07,2019臺灣工藝競賽得獎名單及評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAm5M7LfSC1sc3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/12/06,「108年度資深演藝人員參與演出電視節目補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+DzG949VjV5/b8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/12/02,國立傳統藝術中心「108年博碩士論文獎助」獎助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO26SqbSs4ZyPn5uq397hDbdiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立傳統藝術中心
2019/11/28,108年度電視節目製作補助案第二梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr3GSNb4nH9McyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/11/26,108年文化部推動國家文化記憶庫計畫核定補助名單(108年第二批),AwardPublish.jsp?__viewstate=KSQNMhhcbO31EfwADLuPJXGSNb4nH9McLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2019/11/25,108年度國產電影片國內映演獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+D/KH5+CNHQyHmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/11/22,107年及108年「參與製作國際電影片數位視覺特效獎勵案」 獲獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjTurjDIcAUbuUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/11/20,108年度電視業海外行銷補助案第8次評選小組會議獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/IhrxF5GcMcZRSYeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/11/15,文化部109年度「補助國內表演藝術經典作品大陸巡演計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0VWPW3S/hTyN7NMtGn4B5R8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/11/14,108年度電視節目劇本創作獎得獎名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr8nKdAEnGrFtiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/11/12,108年度超高畫質電視節目製作補助案第二梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0vyt4nLrcElqeG63YF9ivtLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/11/11,108年流行音樂新媒體應用節目製播計畫補助案(第二梯次)獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8dGciQPbMZMdU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/11/08,108年度兒童電視節目製作補助案第二梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0vyt4nLrcEltE27p5p5UUyrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/11/08,108年「流行音樂人才培訓補助案」第一類獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8ZnBHZm6dC1z8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/11/05,108年度文化藝術團體急難補助作業,AwardPublish.jsp?__viewstate=KSQNMhhcbO31EfwADLuPJWgbjEc6tlEZyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/10/31,2019法國巴黎國際家飾用品展 MAISON&OBJET PARIS參展計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAhEXO1+R71spmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/10/30,108年度第2梯次國產電影片國內創意行銷計畫補助獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjVF/814NOPERyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/10/30,108年度「國產電影片應用數位視覺特效製作獎助案」獲獎補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6Dqjap2nK/yEdGCiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/10/29,文化部108年度時尚跨界活動補助案審查結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO0haQfYTgrmPvHGRyP5GNVILlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/10/21,「工藝新南向-2019曼谷工藝展參展計畫」徵選參展廠商評選,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAi4Im8U/R5kuUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/10/21,108年國立臺灣工藝研究發展中心「推展工藝文化與工藝傳承計畫」補助案獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAi4Im8U/R5kuU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/10/21,2019第八屆中國蘇州文化創意設計產業交易蘇州創博會暨2019中國(景德鎮)國際茶、器產業博覽會暨茶器包裝設計展計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAphOTygIJcAoeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/10/21,108台日當代漆藝創作交流展參展補助計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAphOTygIJcAoiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/10/21,108年度【年輕工藝設計人才投入在地研創實驗】徵選計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAphOTygIJcAomdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/10/21,臺灣菲律賓工藝產業合作研發補助甄選計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAphOTygIJcAo8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/10/16,108年度電視業海外行銷補助案第7次評選小組會議獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr6K5pkOi4Qma8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/10/15,108年度電影短片輔導金獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjWvZsXFdaji1LlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/10/14,108年度第9次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2RoDJPt3cYqC4Im8U/R5kuiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/10/05,108年度電視金鐘獎得獎名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+DxFvYm96YdicmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/30,2019參數式設計導入曲木家具試驗研究開發補助計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAsqFNY/YZkFDmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/09/28,108年度廣播金鐘獎得獎名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr4yeze7xlPPirn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/27,108年度國產電影片企劃及劇本開發補助案獲選補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjWDAXjwL3DsqLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/09/25,108年度金視獎得獎名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+D9rZ6PGdn/W8iWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/24,108年度綜藝節目製作補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/IhrzNvRjscbwKPUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/23,108年度第8次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2RoDJPt3cYqNrZ6PGdn/W8eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/09/23,108年度電視劇本開發補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr6xGfHBUciju8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/17,108年度「連續劇海外公開播送公開傳輸獎勵案」得獎名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr80UwULXGBUJiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/10,2019第十二屆海峽兩岸(廈門)文化產業博覽交易會-臺灣工藝之巔展覽,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAmQuNPjw03MKUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/09/09,108年「鼓勵赴國外參與流行音樂國際活動」補助案獲補助名單(出席美國獨立音樂獎頒獎典禮),AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8arPUaETeg3KyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/09/09,108年第3次補助辦理文化論壇補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0mN0f1UxGzzvCY4uhyi37w8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-綜合規劃司
2019/09/05,108年度電視節目製作補助案第一梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr/CY4uhyi37wiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/02,108年度兒童電視節目製作補助案第一梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0vyt4nLrcElvRCHGWAbKbtU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/09/02,108年「本土語言流行音樂專輯製作發行補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3JY5iJr/Gi2RIaoitQVjD9eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/08/28,108年度電視金鐘獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+D4yikyX/faVFU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/08/21,108年度廣播金鐘獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr0QUxEccuhK38Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/08/16,108年「鼓勵赴國外參與流行音樂國際活動」第一梯次補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8WL8klEXHxfbUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/08/16,108年度新媒體跨平臺創意影音節目製作補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0vyt4nLrcElmfeCSub1OX73btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/08/16,108 年「文化部推動社區營造及村落文化補助作業要點」-自主參與類下半年獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1bbCkXTt7YwmL8klEXHxfbU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2019/08/13,108年度第7次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2RoDJPt3cYqGL8klEXHxfb8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/08/13,108年流行音樂新媒體應用節目製播計畫補助案(第一梯次)獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8XP8pFyoXjkIyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/08/12,108年度第1梯次國產電影長片輔導金獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjWL8klEXHxfbeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/08/08,(108年)文化部第一期「翻譯出版補助作業要點」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0haQfYTgrmPuHH9pCMHLtdLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/08/08,108年度電視業海外行銷補助案第5次評選小組會議獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr2feCSub1OX7yNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/08/08,108年度電視業海外行銷補助案-參團藝人及劇組參加「2019韓國首爾國際電視展（BCWW）」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr2feCSub1OX7iWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/08/07,《IP內容實驗室》「創IP 秀4D」實驗計畫徵選獲選獎勵名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO3JY5iJr/Gi2XP8pFyoXjkIU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/08/06,文化部博物館事業推展補助作業要點109年度獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSvdA7+S/JafpUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2019/08/02,108年度紀錄片製作補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+D/SEsEYt01Wxrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/07/30,(108年)「文化部推動社區營造及村落文化補助案」-自主參與類(下半年)獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2h7+Ag4Wk+D23zfcBEeyikeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2019/07/26,108年「文化部推動社區營造及村落文化補助計畫」自主參與類第2次獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TtwwiIE3IO3gsQKm/0bGQU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2019/07/25,108年度第2梯次「電影人才培訓輔導要點」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjcPwSl3JpgaHeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/07/25,108年度文化部推動社區營造及村落文化補助作業要點-自主參與類(第二梯次)獲補助名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TtwwiIE3IO7s9TfadJFnC8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2019/07/22,(108年)文化部促進民間提供適當空間供文化創意事業使用補助_補助名單(2019/07/22)-文化部-文創發展司,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Q+YPhBuTWJpK88ko9GAqt3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/07/18,文化部108年度加速文化內容開發與科技創新應用補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1VgQVoUmHo5ll1jMuoftNdiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-影視及流行音樂發展司
2019/07/17,108年度電視業海外行銷補助案第4次評選小組會議獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr/mxASz3XcxtLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/07/16,108年度電視節目翻譯字幕費及配音費補助案 (第一梯次) 獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr6jmwQ7683AZLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/07/15,108年度超高畫質電視節目製作補助案第一梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0vyt4nLrcElhMcMVSd/JzcUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/07/12,108年度第6次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2RoDJPt3cYqJK88ko9GAqtrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/07/12,108年第2期「推廣文學閱讀及人文活動補助作業—文學推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcAKKnJpKah+b6UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/07/12,108年第2期「文化部推廣文學閱讀及人文活動補助作業—人文思想推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcAMkexXuSDOJKeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/07/12,文化部108年度「補助文創事業國際參展」(第2梯次)補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Q+YPhBuTWJi7AiYqNrwanLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/07/12,108年第2期「文化部推廣文學閱讀及人文活動補助作業—閱讀推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcAMkexXuSDOJKmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/07/05,108年「流行音樂跨界內容合製補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8aiTEWbGhxfLUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/07/02,108年度電視節目劇本創作獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr2TJg3nC25nb8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/06/27,「108年度廣播節目製播補助案」獲補助名單及補助金額,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr72SP+7+RXPNrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/06/24,108年度「影視人才培訓補助」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+Dz1rR2FE7u/SmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/06/19,108年「流行音樂製作發行補助案-影視原創音樂歌曲類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8Sp4hLpFWDxJyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/06/19,108年輔導數位出版產業發展補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1VgQVoUmHo5qiTEWbGhxfLiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/06/18,108年度「文化部原創漫畫內容開發與跨業發展及行銷補助作業要點」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO26SqbSs4ZyPjvFg1xQX8mvUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
