id,value
永勝5號（由彩色膠囊公司成立）,300000
社團法人臺南市竹會,300000
半分藝術有限公司,300000
小牛頓科學教育有限公司,300000
周馥儀,300000
蔡承豪,300000
浯島文化製作有限公司,300000
南宮燠,300000
張學謙,300000
社團法人臺北大坑產業文化協會,300000
艸雨田舞蹈劇場,300000
株式会社三元社,300000
"Biblio Co., Ltd.",300000
孫立人將軍行館,300000
南方家園文化事業有限公司,300000
躍演,300000
林煜堯,300000
我是機車少女,300000
泰武鄉立圖書文物館,300000
憶林舍工作室,300000
財團法人台北獨奏家室內樂基金會,300000
國光歌劇團,300000
譚凱聰,300000
沙承垚,300000
台灣泰雅族瑪督烏瓦爾語言文化產業研究發展學會,300000
鄰人製作,300000
臺中市市定古蹟潭子摘星山莊,300000
郭宸瑋,300000
臺灣人類學與民族學學會,300000
鶵鳥藝文空間,300000
舞台劇「告別黑甜鄉的女人」巡迴展演暨觀後座談會,300000
蚊子,300000
陳冠宏,300000
莊衿葳,300000
臺灣卡那卡那富族發展協會,300000
"Kobunsha Co., Ltd.",300000
台灣伊日股份有限公司,300000
牧恩藝術有限公司,300000
二律悖反協作體,300000
仰望書房有限公司,300000
鄭郁琳,300000
動態自造有限公司,300000
Hohe Publisher,300000
游旻寧,300000
林玉琴,300000
大紅桔劇場,300000
飛馬文化聚場,300000
掀冊店（掀冊工作室）,300000
屏東縣里港鄉滇緬民俗文化協會,300000
草鞋墩鄉土文教協會,300000
文傳影視科技有限公司,300000
許俐葳,300000
+致怡ZEI+,300000
呈炘實業社,299390
柴屋有限公司,298000
名紡國際股份有限公司,297500
魏子千,295000
黃踹,292000
九手,290000
嘉義縣大埔鄉和平社區發展協會,290000
汪恩度,290000
向罕設計有限公司,290000
磐宇木偶劇團,290000
童育園,290000
Rio(里約),290000
Toho-shoten Ltd.,290000
陳柏煜,290000
林傳凱,290000
中華民國智障者家長總會,290000
陳信傑,290000
新北市光明頂農業發展協會,290000
蕭鈞毅,290000
台灣培力教育協會,290000
楊海彥,290000
盧信諺,290000
金儒農,290000
中華民國筆會,290000
LOLO,290000
Gato Negro Ediciones ,290000
曾耀輝,290000
鄭婷文,290000
施藝蓁,290000
泰雅風情舞蹈團,290000
江口股份有限公司,285000
社團法人臺灣新移民協會,285000
蔡威德,285000
以社方有限公司,285000
社團法人社區大學全國促進會,285000
台灣原住民族語言發展學會,285000
陳世鴻,284000
ＨＯＭ,284000
臺南市竹會,282000
新竹縣政府,280000
南投縣桃米休閒農業區推展協會,280000
字畝文化創意有限公司,280000
王正祥,280000
質物霽畫有限公司,280000
愛理文創工作室,280000
GENTOSHA INC.,280000
社團法人台灣國際勞工協會,280000
張昕雅,280000
「慰安婦」人權運動之「女性國際戰犯法庭」史料後期暨教育推廣計畫,280000
杵音文化藝術團,280000
Gene,280000
鴻宣時尚整合行銷有限公司,280000
哈妮,280000
蔡凱文,280000
以勤設計有限公司,280000
社團法人希望共好發展協會,280000
陳沛珛,280000
全西園掌中劇團,280000
曹辰瑩,280000
台東劇團,280000
謝政融,280000
煙囪文創,280000
南投縣鹿谷鄉竹林社區發展協會,280000
社團法人宜蘭縣蘭陽創新發展協會,280000
許鐘尹,280000
林佳穎,280000
茆豐實業股份有限公司,276562
林光輝,276000
洋蔥設計有限公司,270938
臺東縣巴塱衛原生文化創輔協會,270000
曾稔育,270000
豆宜臻,270000
苗栗縣政府原住民族事務中心,270000
台灣城鄉風貌人文發展協會,270000
憶生文創工作室,270000
春美歌劇團,270000
蘇亞琪,270000
屏東縣屏東新故鄉文教發展協會,270000
Asta Wu,270000
藍眼淚樂團,270000
蘇郁婕,270000
左萱,266000
陳志建,261000
佘文瑛,261000
王湘靈,261000
苗栗縣磚家藝族協會,260000
曾慶強,260000
常勝,260000
"Shoshikankanbou Co., Ltd.",260000
Vince Kiadó és Kereskedelmi kft,260000
中華民國書法教育學會,260000
高雄市六龜區文武社區發展協會,260000
Ediciones El nido del fénix,260000
台灣推理作家協會,260000
"Hakusuisha Publishing Co., Ltd",260000
Xue,260000
Blacklist Studio Barcelona,260000
星願烏克麗麗樂團,259386
陳念宜,258000
泡泡創意股份有限公司,257533
袁志君,255000
台灣可及環境設計協會,255000
鄭鴻耀,252000
馮志銘,250000
永勝5號（彩色膠囊有限公司）,250000
墨刻出版股份有限公司,250000
凱樂思藝術,250000
恆星多媒體股份有限公司,250000
陳柏宗,250000
天宏園掌中劇團,250000
財團法人印刷創新科技研究發展中心,250000
Eli Lin,250000
新竹縣圖書館,250000
中華民國聲暉聯合會,250000
NOFI,250000
Be劇團,250000
社團法人監所關注小組,250000
財團法人馨築文化基金會,250000
黃致中,250000
明目文化事業有限公司,250000
臺北市藝術創作者職業工會 ,250000
ARM Corporation,250000
馬戲之門,250000
書林出版有限公司（書林書店）,250000
吳佳韋,250000
「米蘭設計週(Milano Design Week：Isola Design District)發表暨交流計畫」,250000
影市堂股份有限公司 ,250000
鐘建仁,250000
野我劇場,250000
蔡佩倫,250000
林珮瑜,250000
吳思惠,250000
斯洛伐克Perfekt出版社,250000
台灣麥提伊馬卡道族文化復興協會,250000
 社團法人台灣泰雅族語言文化研究發展學會,250000
舊事書坊咖啡,250000
玩印工作室,250000
騙人小鬼愛阿布,250000
書虫股份有限公司,250000
當今流行商號,250000
add editore s.r.l.,250000
社團法人雲林縣雲林故事人協會,250000
林俐馨,250000
許立衡,250000
張敬業,250000
中華民國台灣地區戒嚴時期政治事件處理協會,250000
南投縣南投市嘉興社區發展協會,250000
范芷綺,250000
彰化縣二水鄉源泉社區發展協會,250000
林巧鄉,250000
吳家昀,250000
小間書菜坊,250000
屏東聯合管樂團,250000
海拾捌工作室,250000
笑林豪傑,250000
一八四一書店,250000
日榮本屋工作室,250000
吳孟軒,250000
雜草稍慢,250000
財團法人國際新象文教基金會,250000
狐狸,250000
劉星佑,250000
Jade Dance Theatre 玉舞蹈劇場,250000
吳瑾蓉/廖敏凱,250000
七木人文空間書房,250000
台東縣池上鄉福原社區發展協會,250000
耕耘工場,250000
郭凱遠,250000
鄧慧恩/徐元,250000
綿羊犬藝術有限公司,250000
林佳霖,250000
城市透鏡文化有限公司,250000
彭懷德,250000
高雄市寶來人文協會,250000
于尚民,250000
洪裕淵/侯宗華,250000
蘇格貓底二手書咖啡屋,250000
明目文化事業有限公司台北門市部,250000
軍歌館,250000
青韵合唱團,250000
張世嫺,250000
花蓮縣原住民族藝術文化傳播協進會,250000
嘉義縣鄒族藝術創新應用發展協會,250000
陳冠宇,250000
角八打片有限公司,250000
新北市文史學會,250000
國立東華大學歷史學系暨大眾史學研究中心,250000
窺視者劇團,250000
陳柏宗/陳芃文,250000
日榮本屋,250000
臺灣省舞獅技藝會,250000
【海的時候】,250000
Yooooko妖子,250000
吳依宣,250000
某某某的工具箱劇團,250000
H.A.B（H&S company）,250000
動腦傳播股份有限公司,250000
蕭信維,250000
洪碩鴻,250000
舞工廠舞團,250000
空場,250000
薛又菱,250000
古義商行,250000
蕭柏凡,250000
財團法人陳景容文教基金會,250000
Misuzu Shobo Ltd.,250000
Borim Press,250000
王秀容,250000
伊西恩兔映像有限公司 ,250000
小小創意有限公司,250000
台灣歌仔戲班劇團,250000
台灣傳統技藝推廣協會,250000
吳瑾蓉,250000
倩藝股份有限公司,250000
春臨臺灣文化事業坊,249580
南投縣竹山鎮中崎社區發展協會,248000
九雛影像工作室有限公司,245000
高雄市立小港醫院(委託財團法人高雄醫學大學經營),240000
黃俊維,240000
許碧芳,240000
大幫你工作室,240000
李世源,240000
阮永翰,240000
彰化縣伸港鄉溪底社區發展協會,240000
陳志寧,240000
許勝欽,240000
澎湖縣白沙鄉小赤社區發展協會,240000
希望行銷娛樂有限公司,240000
Mi:Lu Publishing s.r.o.,240000
Koeh JūnTêng 郭潤庭,240000
Howard Yang,240000
勝秋戲劇團,240000
徐禎苓,240000
亦宛然掌中劇團,240000
歐兔數位映像有限公司,240000
台灣阿美族語言永續發展學會,240000
林根陣,240000
臺中市山城生活美學關懷協會,240000
張蕙羽,240000
臺北海鷗劇場,240000
Arwen Huang 阿文,240000
透藍設計有限公司,235000
高雄市大寮區後庄社區發展協會,235000
愛莫,234000
eigoMANGA LLC,230000
羅娜霖卡夫的家 工作室,230000
賴文英,230000
銳朱⼯作室,230000
花蓮縣富里鄉大庄公廨協會,230000
"Matichon Public Co., Ltd.",230000
貳作劇團,230000
花蓮縣原民扶助協會,230000
文瑟家有限公司,230000
金門縣金城鎮南門天后宮,230000
"株式会社光文社（Kobunsha Co., Ltd.）",230000
劉穎捷,230000
谿品設計有限公司,230000
後院企業有限公司,230000
李滄杰,228000
其雄布袋戲團,228000
彭劉安松,228000
不貳偶劇,226000
陳小雅,222000
嗎啡羊,220000
鄭智陽,220000
陽明高雄海洋探索館,220000
Vince Kiadó- és Kereskedelmi kft,220000
高銘和,220000
葉佳緯,220000
光煥設計工作室,220000
中興大學,220000
兒路創作藝術工寮,220000
財團法人彰化縣公益頻道基金會,220000
林婕穎,220000
⺼球有限公司,220000
闊世電影股份有限公司,220000
シート雲,220000
沈信宏,220000
Camelozampa snc,220000
城邦文化事業股份有限公司 臉譜出版事業部,220000
天大影業股份有限公司,220000
蕭瑋萱,220000
曹麗華,220000
杜杜家族工作室,220000
Jelenkor Kiadó,220000
趙又萱,219100
林玉菁,216800
BIGUN,216000
財團法人國家電影中心,212900
堂堂正正藝文工作室,212378
「2020年原住民族人權與法制論壇」計畫,210000
木下曰本工作室,210000
紀凱淵,210000
株式會社 田畑書店,210000
淦啥有限公司,210000
南投縣地方產業群聚發展協會,210000
東安社區發展協會,210000
挑品國際股份有限公司,210000
台灣高山舞集文化藝術服務團,210000
大吉林設計行,210000
南投縣信義鄉部落文化經濟協會,210000
卓也文旅景觀事業有限公司,210000
李婷歡,210000
Ms.David,210000
"Mitsumura Educational Co., Ltd.",210000
黃家祥,210000
謬思藝享有限公司,210000
楊季涓,210000
臺中市烏日區光德文化協會,210000
南方薪傳歌仔戲劇團,210000
Hosei University Press,210000
哲學新媒體有限公司,205900
七星生活美學傳統戲劇團,205000
社團法人南投縣欣欣關懷協會,205000
張雪鳳,200000
黃大魚兒童劇團,200000
中華民俗藝陣研究室,200000
霧臺鄉魯凱族文物館,200000
長弓舞蹈劇場 ,200000
Jade Dance Theatre玉舞蹈劇場,200000
台灣農坔學坊發展協會,200000
聯禾有線電視股份有限公司,200000
蕭靜文舞蹈團,200000
藍色窗簾,200000
台灣電子書城股份有限公司,200000
草根出版事業有限公司,200000
春麵樂隊ChuNoodle,200000
「余德慧，一位心理學家的逃逸」台灣文化心理現象反思與對話計畫,200000
隱分子,200000
靜宜大學,200000
劉彥成,200000
"Nha Nam Publishing & Communication JSC.,",200000
大台中數位有線電視股份有限公司,200000
彰化縣線西鄉老人會,200000
奇兒,200000
社團法人南投縣竹鹿文化藝術觀光協會,200000
福田檜木傢俱行,200000
梅子夢工廠（驛站）,200000
邱士杰,200000
蕭如松藝術園區,200000
YoChen,200000
城心文化有限公司,200000
煮煮陶鍋咖啡工作室,200000
游淑貞,200000
十貳劇場劇團,200000
廖育伶,200000
安卓藝術股份有限公司,200000
林亭葳WEWE,200000
台文筆會,200000
小西園掌中劇團,200000
蔡宜汎,200000
爵代舞蹈劇場 ,200000
杜銘哲,200000
杉山兩兩,200000
永宏藝術設計有限公司,200000
黃玟菱,200000
社團法人高雄市大寮區愛家園協會,200000
推廣自閉症族群文化近用權之『遇見「三隻小豬」多元藝術畫展』,200000
閩南嶼文化事業股份有限公司,200000
歷史建築臺中放送局,200000
廖宣惠,200000
臺東縣臺東市強國社區發展協會,200000
TU EGO FUN PAN,200000
Editorial Cuadernos del Laberinto,200000
仙人掌鄉土工作室,200000
南天有線電視股份有限公司,200000
台灣芭蕾舞團,200000
台灣敘事力協會,200000
聲子樂集,200000
Vietnam Women's Publishing House,200000
財團法人跨界文教基金會,200000
麥提舞團,200000
財團法人天主教蘭陽青年會附設蘭陽舞蹈羅東團,200000
張可揚,200000
新竹縣劉興欽漫畫教育博物館,200000
人權何在：臺灣白色恐怖時期生命故事地圖,200000
劉書甫,200000
瑞芙塔國際時尚事業有限公司,200000
仁偉書局,200000
陳哲偉,200000
林港平,200000
王詩琪,200000
Mahô Editions,200000
??叫食農體驗館,200000
許藍琋,200000
台灣的店有限公司,200000
當代極簡樂團時光巡迴計畫,200000
蔡易澄,200000
台北首督芭蕾舞團,200000
赭月製作,200000
野視創意工作室（時之河書屋）,200000
台北崑劇團,200000
楊淳安,200000
財團法人上善人文基金會,200000
新北市政府觀光旅遊局,200000
財團法人蒲添生雕塑文化藝術基金會,200000
一本書店有限公司,200000
新莊文化藝術中心,200000
林陸傑,200000
109年「導電材料複合天然纖維開發創作補助計畫」-HMM,200000
Better Day Media Services Co Ltd,200000
廖珮婷,200000
嚐劇場,200000
亞洲國際藝術有限公司,200000
林冠宏,200000
好聽電影現場錄音有限公司,200000
社團法人台東縣布農族東群文教發展協會,200000
新竹市金山面文化協會,200000
水磨曲集崑劇團,200000
永興祥木業股份有限公司,200000
臺南市原住民部落聯盟協會,200000
晶晶藝廊,200000
Perfekt,200000
金門樂府傳統樂團,200000
囝仔人,200000
小本書手作插畫工作室,200000
朱盈俊,200000
理砌室內裝修設計有限公司 ,200000
吉安慶修院,200000
"Iwanamishoten, Publishers",200000
邱奕嘉,200000
鄭委晉,200000
周紫宸,200000
銀河谷音劇團,200000
國立成功大學台灣文學系,200000
聖謝承芳,200000
打狗亂歌團,200000
大可創藝,200000
徐若鈞,200000
財團法人中華花藝文教基金會,200000
慢移生活工作室,200000
109年「導電材料複合天然纖維開發創作補助計畫」-閱讀與轉譯,200000
Al Arabi Publishing and Distributing,200000
陳芝藟,200000
G5SH,200000
三省堂書局,200000
新國家的建築師—盧修一的國會身影（暫名）出版計畫,200000
亮棠文創劇場,200000
張鳳英,200000
台灣想像朋友寫作會,200000
高雄市關懷台籍老兵文化協會,200000
林志航,200000
尼谷那書房,200000
朱英韶,200000
華欣書店,200000
小陽。日栽書屋,200000
109年「導電材料複合天然纖維開發創作補助計畫」- HFF Fermantaurant 來自未來的朋友發酵晚宴,200000
鄭雅芝,200000
水面上與水面下,200000
金門縣野生動物救援暨保育協會,200000
泰雅原舞工坊,200000
高博倫,200000
廖昭豪,200000
台北青年管樂團,200000
社團法人苗栗縣同心園健康促進協會,200000
國立清華大學台灣文學研究所,200000
李于婷,200000
李逸婷,200000
邱敬婷,200000
財團法人臺北市關渡文化藝術基金會,200000
劉千瑋,200000
李欣穎,200000
呂昱,200000
中華舞蹈學會,200000
自由落體,200000
創豆設計工作室,200000
吳尚芸,200000
109年「導電材料複合天然纖維開發創作補助計畫」-Cyber Garden,200000
陸昕慈,200000
朱宥任,200000
霹靂小隊,200000
北視有線電視股份有限公司,200000
郭柏俞,200000
清豐國際藝術有限公司,200000
Walrussound海象之聲,200000
瘋狂秀股份有限公司,200000
錦町企劃有限公司,200000
江宜瑾,200000
財團法人台北市新合唱文化藝術基金會,200000
張育華,200000
施又熙,200000
舒國銘樂團,200000
不然，Ｂ計畫,200000
社團法人屏東縣身心障礙者自立協會,200000
鄧文貞,200000
中華民國兒童美術教育學會,200000
春陽號漁港小書房,200000
豐園漆藝資材行,200000
凹凸之外,200000
新北市政府教育局,200000
財團法人客家公共傳播基金會,200000
候青藝團,200000
洪淑昭,200000
"Heirakuji Shoten Co., Ltd",200000
顏廷如,200000
康嘉良,200000
羅莎艾倫國際有限公司,200000
huihui,200000
虎尾厝文化創意館,200000
古坑鄉立圖書館,200000
有限責任臺東縣金峰鄉原住民社區合作社,200000
呂眉均,200000
吳孟渝,200000
亞典圖書股份有限公司,200000
宣言製作工作室,200000
彰化縣埔鹽鄉大有社區發展協會,200000
暖暖書屋文化事業股份有限公司,200000
吳緯婷,200000
2021第二十一屆全國高中臺灣人文獎,200000
ビリー・シィェ(Billy Hsieh),200000
辛志平校長故居,200000
小地方有書 書店,200000
麗園有機農業學堂,200000
中華民國民族音樂學會,200000
大田出版有限公司,200000
為為設計有限公司,200000
拉飛兒工作室,200000
趙尚祖,200000
Crocodelia鱷魚迷幻,200000
好客在一起工作坊,200000
鹿比吠陀,200000
六藝樂集,200000
迪傑魔股份有限公司,200000
珍珠社區稻草工藝館,200000
ArtKB48 異音戰神莉莉司,200000
王毓茹,200000
印度達蘭薩拉羅布林卡西藏文化中心保護中心工藝師來臺交流計畫,199104
李如寶,195100
李桃,194000
劉吉雄,190000
那秋設計工作室,190000
廖顯耿,190000
彰化縣姊妹會,190000
謝旭昇,190000
龔韻文,190000
社團法人嘉義縣共好生活協會,190000
遞嬗樂團,190000
財團法人鄭福田文教基金會,190000
John Yu,190000
臺中市烏日區仁德里媽祖遶境十八庄文化推廣協會,190000
新竹縣芎林鄉客家文化傳統藝術協會,190000
實踐大學建築設計學系,190000
吐崽子,190000
黃耘,190000
彤漾藍工作室,190000
臺中市烏日區湖日社區發展協會,190000
飛望影像有限公司,189740
Kim Dong Publishing House,188250
吳品慧,187000
貝斯特多媒體工作室,186000
洪宜伶,185100
陳向榮,185100
呂巧智,185100
許家禎,185100
劉致宏,185100
苗栗縣火炎山苑裡沖積扇平原生態人文發展協會,185000
舊式咻掰文創工作室,185000
社團法人宜蘭縣員山鄉內城社區發展協會,180000
光興閣掌中劇團,180000
吳方摯,180000
壹零玖伍文史工作室,180000
日日商業股份有限公司,180000
自由國度—移工人權個案研究出版計畫,180000
楊勝博,180000
生命與人權教育再深化,180000
台北城市散步,180000
傅智恒,180000
洪宏,180000
中華道教民俗文化學會,180000
嘉義市傳統文化與技藝協會,180000
鄭致廷,180000
許雁婷,180000
高雄皮影戲劇團,180000
金門傀儡戲劇團,180000
羅智信,180000
李宜霖,180000
臺中市大里區竹仔坑社區發展協會,180000
麗生百合國際娛樂股份有限公司,180000
曾彥翔,180000
阿文 Arwen ,180000
財團法人周大觀文教基金會 ,180000
古都掌中劇團,180000
單挑概念工作室,180000
財團法人方圓文化藝術基金會,180000
謝家瑜,180000
台中市豐原區豐田社區發展協會,180000
力野茶陶所,180000
臺中市客家音樂曲藝研究學會,180000
雲林縣元長鄉子茂社區發展協會,180000
黃瑞芳,180000
宜蘭縣蘭陽戲劇團戲曲發展基金,180000
鄉城歌仔戲劇團,180000
清華財團法人桃園市清華高級中學,180000
正明龍歌劇團,180000
吳俊霖,180000
南投縣信義鄉羅娜社區發展協會,180000
多元樂學有限公司,180000
財團法人愛家文化事業基金會,180000
楊若榆,180000
林芸萱,180000
林韋汝,180000
台北愛樂青年合唱團,180000
台東縣蘭嶼天主教文化研究發展協會,180000
OÜ Päike ja Pilv,180000
米地書店,180000
中華心理衛生協會,180000
藍衫樂舞團,180000
捲貓,178000
賴志盛,177100
何珈寧,177100
林怡平,177100
胡農欣,177100
古陵霖,177100
吳俞萱,176700
門口活動工作室,176000
五洲勝義閣掌中劇團,176000
台灣竹樂團,175000
社團法人臺南市湯德章紀念協會,175000
集藝戲坊,175000
社團法人西藏台灣人權連線,175000
程杰,173976
黃文萱,173606
彰化縣線西鄉文化創意產業協會,172800
呂兆倉,170000
臺東縣鹿野鄉生活美學協會,170000
社團法人高雄市性別公民行動協會,170000
喆學家音樂文化有限公司,170000
天下雜誌股份有限公司,170000
風城崑劇團,170000
瓷鑫科技有限公司,170000
熊姿潔,170000
葛都桑音樂工作室,170000
蒲公英文創魅力舞劇團,170000
紙綸科技股份有限公司,170000
賴凱,170000
孫瑜鴻創意股份有限公司,170000
康爾富照明股份有限公司,170000
新協興歌劇團,170000
蕭鈺屏,170000
景澤創意有限公司,170000
迴想設計有限公司,170000
蕭珮宜,170000
陳瓊茹,170000
李燕華,170000
劉于仙,170000
壹樓設計有限公司,170000
王斯禹,169367
樂凱富有限公司,168000
林益彰,166000
曾嬿圩,165338
洪武通,165000
錦五洲掌中劇團,162000
白色記憶-《馬鞍藤的春天》影像出版及推廣計畫,160000
振聲社,160000
米克斯藝術空間,160000
Nazca Editions,160000
彥滔數位設計有限公司,160000
乙太文化有限公司,160000
邱杰森,160000
鄧兆鈞,160000
窯場文化社區教習劇場,160000
籟音多媒體有限公司,160000
蘇茉茉,160000
台北市寶藏巖文化村協會,160000
財團法人台灣基督長老教會宣教基金會,160000
陳姵琁,160000
陳繭,160000
海肚寶寶,160000
高昌貿易股份有限公司厝內分公司,160000
廖文豪,160000
鄭農軒,160000
林佑霖,160000
簡翊晉,160000
蔡尚孚,160000
彰化縣彰化市桃源社區發展協會,160000
知岸,160000
臺中市大雅區原住民生活教育協進會,160000
中華民國敬暉慈愛關懷協會,160000
張裕幸,160000
漫脈工作室,160000
都是設計有限公司,160000
南投縣埔里中心湖觀光發展協會,158000
何佳燕,157000
賴宗昀,156000
南風劇團,155600
安古蘭國際漫畫暨影像城駐村交流計畫申請_林庭歆,155420
未接來電,155420
B'bu-maqaw,155420
社團法人高雄市美濃愛鄉協進會,155000
謝吉吉,153000
五洲園今日掌中劇團,152000
waste戊,151640
內本鹿人文工作室,150000
自由人室內樂團,150000
中華民國文化研究學會,150000
慢靈魂文創媒體,150000
廖培劭,150000
馬慧廷,150000
阿油,150000
陳以恆,150000
槍擊潑辣,150000
Reycraft Books,150000
構築室內裝修設計工程有限公司,150000
COLD DEW,150000
葉衽榤,150000
精靈幻舞舞團,150000
陳履歡,150000
睡後故事,150000
陳元棠,150000
人權教育課程設計與實驗推廣計畫,150000
Chen Yi Chen,150000
打倒三明治 Sandwich Fail,150000
Yilith,150000
林楷育,150000
黑門山上的劇團,150000
洄聲說鼓舞樂團,150000
雲火Inferno火舞團,150000
E V E a.k.a. 酷酷小乖乖,150000
君涵樂坊,150000
現代文學館,150000
鄭伊里,150000
陳弘洋,150000
光速熊影像製作有限公司,150000
林方方,150000
雲林縣莿桐鄉溪美社區發展協會,150000
狂夢藝術,150000
陳家寶,150000
胡式合作社,150000
聯合報股份有限公司,150000
星期一回收日,150000
李世揚,150000
賴盈璋,150000
李葉,150000
C MUSICAL 製作,150000
林俊余,150000
王挺之,150000
李佳陵,150000
顏翩翩,150000
安室內樂團,150000
許朝宗,150000
李昀儒,150000
王宥婷,150000
黃博志,150000
趙偉丞,150000
樹德科技大學,150000
邱懷萱,150000
得陸・鳩浙恩澇,150000
四把椅子劇團,150000
勇氣書房,150000
劉品瑗,150000
長弓舞蹈劇場,150000
游家榕,150000
福爾摩沙巴洛克古樂團,150000
林恩順,150000
僑福芳草地畫廊股份有限公司,150000
SHOGAKUKAN INC.,150000
壞鞋子舞蹈劇場,150000
格林文化事業股份有限公司,150000
嘉義縣三界埔文化發展協會,150000
原生藝術文化工作室,150000
曹芬敏,150000
易潛企業有限公司,150000
葉王靖,150000
南投縣埔里鎮牛眠社區發展協會,150000
財團法人王道銀行教育基金會,150000
亞太胡琴樂團,150000
體熊專科。Major in Body Bear,150000
宏都磐石社區管理委員會,150000
蕭景馨,150000
清醒夢 Wake Back To Bed,150000
程佳慶,150000
物外有限公司,150000
巫佳琪,150000
才能有限公司,150000
人尹合作社,150000
勝洋休閒農場,150000
陳子彰爵士四重奏,150000
張宇欣,150000
林立涓,150000
五五身樂團,150000
磚木取夥故事劇場工作室,150000
問題總部 It's your fault,150000
秀威資訊科技股份有限公司,150000
臺灣人類學與民族學學會2021年會──基進的希望s?（Radical Hopes?）,150000
臺中市神岡區三角社區發展協會,150000
重田誠治,150000
陳煜典,150000
埔里鎮蜈蚣社區發展協會,150000
高美瑜,150000
周聖博,150000
Manía,150000
高詠婕,150000
林彥廷,150000
行草樂團Grass Walkers,150000
薪傳歌仔戲劇團,150000
Everydaze,150000
台北市晴光商圈雙城徒步街商業促進會,150000
簡麟懿,150000
大象藝術空間有限公司,150000
 漩指Music,150000
鄭順聰,150000
楊順宇,150000
張雅媛,150000
石青羅林,150000
艾秧樂集,150000
阿力夫．蘇比力克,150000
恐龍的皮 The Dinosaur’s Skin,150000
烏流 Kuroshio,150000
 阿力夫・蘇比力克,150000
原聲巴洛克樂團,150000
The Pure 人聲樂團,150000
白目樂隊,150000
財團法人台北市文化基金會新北投車站,150000
社團法人中華樂扶社會服務協會,150000
黃煌智,150000
社團法人台灣戒嚴時期政治受難者關懷協會,150000
林怡君,150000
魔數電腦多媒體股份有限公司,150000
社團法人台灣城鄉風貌人文發展協會,150000
柒木設計有限公司,150000
曾彥婷,150000
廖凰玎,150000
陳中統,150000
日升月鴻國際開發國際股份有限公司,150000
看日早晚,150000
臺中市清水生活美學協會,150000
李佳,150000
二本貓,150000
高雄市彌陀區農會,150000
偏執狂,150000
MAFANA樂團,150000
首都藝術事業有限公司,150000
林妏霜,150000
陳翰樂團,150000
荷爾蒙少年 Hormone Boys,150000
第七頻道樂團,150000
社團法人臺灣城鄉聚落永續發展協會,150000
胡雁婷,150000
黃昱,150000
財團法人石材暨資源產業研究發展中心,150000
身體氣象館,150000
生活美學館,150000
樂亮管絃樂團,150000
宏碩文化事業股份有限公司,150000
創夏設計有限公司,150000
李奎壁,150000
基隆故事劇場,150000
Fantasia人聲樂團,150000
淡江大學,150000
DSPS,150000
王品裙,150000
木匠兄妹科技有限公司,150000
MoonD'shake,150000
財團法人福修文化藝術基金會,150000
桃園市阿美族三一教育文化協會,150000
財團法人人本教育文教基金會,150000
Blueburn,150000
雙影創藝有限公司,150000
台北愛樂室內合唱團,150000
刺點創作工坊,150000
郭玉敏,150000
劉孟婷,150000
英普睿思科技有限公司,150000
文藻學校財團法人文藻外語大學東南亞語言教學中心,150000
財團法人彭明敏文教基金會,150000
胭脂虎RougeTiger,150000
許庭禎,150000
社團法人新北市知識重建促進會,150000
純白舍 Dance Lab,150000
書林書店,150000
依婉‧拿難,150000
陳珮榕,150000
列國桌遊有限公司,150000
陳漢聲,150000
Theseus忒修斯,150000
黃思農,150000
南華大學,150000
奧焠有限公司,150000
之間跨界文化事業股份有限公司,150000
臺灣癌症博物館,150000
楊和穎,150000
柔 米 Zoomie,150000
桃園市龍潭區石門社區發展協會,150000
鄭博元,150000
梁廷毓,150000
空表演實驗場,150000
社團法人臺北市歌仔戲推廣協會,150000
薛詒丹 ,150000
黃子軒樂團,147176
梁瀚云,147100
徐子涵,147100
葉怡利,147100
七逃藝術生活企業,145000
琅琊布袋戲團,144000
黃堂軒,142664
愛樂劇工廠,140000
宜蘭縣冬山鄉東城社區發展協會,140000
林玉婷,140000
社團法人金門縣金沙鎮忠孝新村社區發展協會,140000
新北市野薑文化協會,140000
墩點文史工作室,140000
飆飆先生,140000
陳薏如,140000
薛美華,140000
國立高雄大學,140000
鄧九雲,140000
MISMA Éditions,140000
台灣兒童文學學會,140000
臺東縣原鄉永續發展協會,140000
新世界掌中劇團,140000
雲林縣戲偶藝術發展協會,140000
「在莫斯科」歷史動畫劇本開發之研究調查,140000
臺灣原住民七腳川溪口部落發展協會,140000
吳郭魚藝文工作室,140000
中華民國周夢蝶詩獎學會,140000
顧廣毅,140000
周夢蝶詩獎學會,140000
臺東縣太麻里鄉日昇媽媽歌舞社,140000
台灣教師聯盟,140000
歌林音樂股份有限公司,140000
臺中市石岡區社區文化發展協會,140000
新竹縣關西鎮鄉土文化協會,140000
黃至正,140000
永興樂皮影劇團,140000
社團法人三界埔文化發展協會,140000
彰化縣彰化市華陽社區發展協會,140000
屏東縣來義鄉白鷺社區發展協會,140000
財團法人雲林縣螺陽文教基金會,140000
鄭文豪,140000
花蓮縣秀林鄉同禮部落自然生態自治協進會,136000
翁立美,135000
社團法人高雄市甲仙愛鄉協會,135000
成文企業有限公司,135000
簡士展,135000
陳明輝,135000
澎湖縣湖西鄉湖東社區發展協會,135000
林頴函,135000
台東回響樂團,131100
南投縣埔里鎮籃城社區發展協會,130000
屏東縣林邊鄉崎峰社區發展協會,130000
臺南市蕭壠社北頭洋發展協會,130000
林亮吟,130000
